bedrooms,bathrooms,area,lot_size,floors,year_built,garage,fireplace,renovated,neighborhood,distance_city,price
3,3.5,2560,1759.0,2,1979,0,0,0,0,9.84,621835.0
2,2.0,1003,2048.0,1,1997,1,0,0,0,20.6,304834.0
2,2.5,2062,9301.0,2,1968,0,0,0,1,5.23,680858.0
3,3.5,2430,3438.0,2,1980,0,1,0,1,4.97,800089.0
2,2.5,1032,2346.0,2,1979,1,0,0,1,6.53,357427.0
4,4.0,2213,1728.0,1,1980,0,1,0,1,1.03,710904.0
6,5.0,4160,4091.0,2,1901,1,1,0,1,6.49,1159507.0
3,4.0,3320,2152.0,2,1934,1,0,0,1,9.06,970169.0
4,4.5,2481,3597.0,2,2006,1,1,0,1,8.43,683509.0
4,4.0,3177,1810.0,1,1998,0,1,0,1,3.21,821619.0
6,5.0,4096,5221.0,2,2018,0,0,1,0,23.12,949784.0
3,3.5,2392,2680.0,1,1914,1,0,0,1,6.31,770749.0
3,3.5,2120,2423.0,2,1927,1,0,0,1,3.23,655242.0
5,5.0,3604,2045.0,1,1922,1,0,1,0,21.92,893946.0
5,5.0,4010,4888.0,1,1964,0,0,0,0,12.04,1020930.0
3,3.5,2599,2079.0,2,1901,0,1,0,1,8.44,734977.0
5,5.0,4441,4500.0,1,2020,1,0,1,1,2.68,1277646.0
4,4.5,3462,3389.0,2,1985,1,0,0,0,13.14,895638.0
4,4.5,2794,2311.0,1,1957,1,0,1,1,6.33,852440.0
4,4.0,2906,8164.0,1,1938,1,1,0,1,2.85,951023.0
3,3.0,2076,10336.0,1,1949,0,0,0,1,9.92,648797.0
5,5.0,3810,4922.0,2,2005,1,1,0,1,6.39,1015117.0
4,5.0,3044,11366.0,1,1905,1,1,0,1,7.28,1021286.0
6,5.0,4857,3129.0,1,1928,1,0,0,1,11.85,1252492.0
2,2.5,1200,2536.0,2,2000,1,1,0,1,3.65,452218.0
2,2.0,1327,3108.0,2,1989,1,0,0,0,21.06,366131.0
6,5.0,3972,8879.0,2,2011,1,0,0,1,10.0,1075951.0
2,3.0,1687,4963.0,2,1976,1,0,0,0,19.56,460127.0
5,5.0,3719,4689.0,1,1963,1,0,1,1,6.27,1108234.0
4,4.5,3172,3512.0,2,1941,1,0,0,1,7.32,955905.0
3,3.5,2191,1594.0,2,2022,1,0,1,1,8.96,710423.0
2,2.0,1404,12347.0,2,1924,1,1,0,1,7.61,650557.0
4,4.5,2699,3432.0,1,1994,1,1,0,0,18.45,759708.0
3,3.0,2431,3584.0,1,1942,0,1,0,1,12.71,716709.0
4,4.0,2448,2181.0,1,1982,1,0,0,0,15.22,580212.0
3,3.0,2914,9666.0,1,1997,0,1,0,0,19.78,705222.0
5,5.0,3451,5885.0,1,1971,1,0,0,0,24.05,909407.0
3,3.0,2075,1725.0,1,1907,0,1,0,1,10.23,618723.0
4,4.5,2543,10609.0,3,1953,1,0,1,0,14.9,720518.0
6,5.0,3775,3045.0,2,1973,1,0,0,0,18.69,1010448.0
1,1.0,600,5353.0,2,1900,0,0,0,0,10.56,250000.0
2,2.0,2489,5762.0,1,2014,0,0,0,0,22.05,574156.0
4,4.5,3376,2887.0,1,1975,1,0,1,1,7.48,1027310.0
1,1.0,600,9610.0,2,1969,1,1,0,1,5.89,442532.0
6,5.0,4099,4533.0,2,1950,1,0,0,1,7.06,1178815.0
4,5.0,2987,4877.0,2,1987,1,1,0,1,1.89,925233.0
5,5.0,3280,2210.0,1,1976,0,1,1,1,14.97,955453.0
5,5.0,4035,10114.0,1,1990,1,0,0,0,22.18,1073297.0
3,3.0,1283,3656.0,1,2017,1,0,1,1,2.95,554827.0
5,5.0,3681,6815.0,3,1986,1,0,0,0,15.56,928137.0
3,4.0,2450,2600.0,2,1907,1,0,0,0,16.13,643041.0
3,3.5,2181,12042.0,1,1925,1,0,0,1,2.25,726854.0
3,4.0,2604,4577.0,2,1962,1,0,0,1,10.18,862731.0
4,4.0,2453,4846.0,3,1955,1,0,0,1,5.04,737010.0
3,3.5,2672,4066.0,2,2010,1,0,0,1,3.88,769241.0
3,3.0,2209,1638.0,1,1919,1,1,0,1,4.98,670538.0
2,2.0,1100,7126.0,2,1974,1,0,0,0,7.0,414048.0
1,1.5,648,2110.0,1,2009,1,1,0,1,11.16,250000.0
3,3.0,2215,2370.0,1,1927,0,0,0,0,21.27,453191.0
2,2.5,1338,1780.0,1,1977,1,0,0,1,7.79,597011.0
2,2.5,1157,2778.0,2,1991,1,0,0,1,11.5,444594.0
3,3.5,2350,2672.0,1,1982,0,0,0,0,25.98,569508.0
3,3.0,1788,2811.0,2,1929,0,1,0,1,9.21,640364.0
4,4.0,2528,2974.0,1,1953,0,0,0,1,8.03,787422.0
3,4.0,2460,5498.0,2,1918,1,1,0,1,4.59,737126.0
4,5.0,2765,3338.0,2,2003,0,0,0,1,7.16,807080.0
3,4.0,2446,1971.0,1,1979,1,0,0,1,11.03,780587.0
4,4.5,3209,4113.0,2,1974,1,0,0,1,2.04,963502.0
2,2.5,880,3174.0,2,1964,0,0,0,0,15.65,338406.0
3,3.0,1706,3837.0,2,1944,1,0,0,1,9.63,540301.0
3,4.0,1950,6968.0,2,2019,1,0,1,0,18.86,534314.0
4,5.0,3243,4161.0,1,1908,1,0,0,0,16.87,761774.0
2,3.0,1521,6364.0,1,2003,1,0,0,0,19.41,533344.0
5,5.0,3158,1563.0,1,2020,1,0,1,0,9.28,872100.0
3,3.0,1939,3954.0,1,1953,0,1,0,1,7.17,605309.0
4,5.0,3176,1649.0,1,1915,0,0,0,1,9.49,883492.0
3,3.5,2137,2617.0,3,2017,1,0,1,0,19.47,460704.0
4,5.0,2957,3613.0,1,2003,0,1,0,1,7.77,923517.0
2,2.0,1113,7487.0,2,1901,1,1,0,1,4.4,522332.0
4,5.0,3746,11737.0,2,1953,1,0,0,1,4.54,1049804.0
3,3.5,1860,1554.0,2,2001,1,0,0,1,3.37,555658.0
3,3.0,2344,6792.0,1,1951,0,0,0,1,13.1,763845.0
3,3.5,2339,4023.0,2,2023,1,0,1,0,9.05,712739.0
3,3.5,2267,9018.0,2,1936,1,0,0,1,5.15,797170.0
4,4.5,3071,5275.0,1,1904,0,1,0,1,8.56,891009.0
4,4.5,4077,1630.0,2,1985,1,1,0,1,4.4,1074114.0
3,3.0,1871,6350.0,2,1939,1,0,0,1,14.62,550096.0
2,3.0,1802,3975.0,2,2015,1,0,1,1,2.58,593353.0
3,3.5,2622,4585.0,1,2011,1,0,1,0,13.3,741984.0
5,5.0,4451,1709.0,2,1936,1,0,0,1,1.17,1192528.0
3,3.0,2034,3935.0,1,1979,1,0,0,0,13.41,613457.0
4,5.0,3374,3955.0,2,2012,1,1,0,1,2.65,979810.0
5,5.0,3456,2835.0,2,1943,0,0,1,0,17.22,851812.0
2,2.5,1461,2527.0,1,1943,1,1,0,1,5.8,664728.0
2,2.5,1925,1765.0,1,1943,1,1,1,1,7.03,677156.0
3,3.5,2577,6075.0,1,2020,1,0,1,0,12.83,851741.0
3,3.5,1478,2230.0,1,2011,0,1,0,1,3.69,494403.0
3,4.0,3076,2019.0,1,1924,1,1,0,1,8.47,830095.0
4,5.0,3632,6847.0,1,1944,0,1,0,0,19.92,932445.0
4,5.0,3076,2890.0,2,1967,0,1,0,0,14.15,914248.0
5,5.0,3541,2339.0,1,1931,1,1,0,1,4.45,939455.0
3,3.0,1672,1618.0,1,1915,1,0,0,0,21.09,498920.0
4,4.0,3210,5291.0,2,1973,1,0,0,1,4.65,938800.0
6,5.0,4199,2917.0,1,2023,0,1,1,1,11.91,1114219.0
4,4.0,2282,1567.0,2,1942,1,0,0,0,11.87,571437.0
3,4.0,2276,1625.0,2,1970,1,1,0,0,16.24,524976.0
2,2.5,825,8834.0,1,1909,1,0,0,0,26.51,328878.0
4,5.0,3422,3068.0,2,1992,1,0,0,1,7.27,938599.0
3,3.0,2677,1553.0,1,1979,0,1,0,0,7.8,705034.0
5,5.0,2999,12406.0,1,1901,0,0,1,1,5.14,1036872.0
4,4.5,3044,8673.0,3,1939,0,0,0,0,2.37,813454.0
2,2.5,1652,2593.0,1,1929,1,0,0,0,21.36,431477.0
4,4.0,2850,8379.0,1,1976,1,0,0,1,4.35,910036.0
4,4.0,2584,1684.0,1,1995,1,0,0,1,9.99,704891.0
4,4.0,3177,2587.0,2,1957,1,1,0,0,20.9,896777.0
4,4.5,3026,2862.0,2,2013,1,1,0,1,3.48,982708.0
4,4.5,2525,2102.0,2,1964,1,0,0,1,10.11,691279.0
3,3.5,2236,5487.0,2,1947,1,1,0,1,8.48,749332.0
5,5.0,3000,2720.0,2,1954,1,1,0,1,5.56,858075.0
2,2.0,1115,4066.0,1,1996,1,0,0,0,10.21,468651.0
4,4.0,2670,4823.0,1,1929,0,0,0,1,14.71,700532.0
6,5.0,4968,12927.0,2,1999,1,0,0,0,12.5,1248192.0
6,5.0,4764,10277.0,2,1941,0,0,0,0,19.15,1237820.0
2,2.5,1889,10528.0,1,1971,1,1,0,0,19.62,598671.0
5,5.0,3963,1836.0,1,1982,1,1,0,0,14.24,960078.0
3,4.0,2543,1960.0,2,2013,1,0,0,1,11.65,737465.0
6,5.0,4674,1856.0,3,2020,1,0,1,1,5.61,1304726.0
4,5.0,3022,5500.0,1,1946,1,0,0,1,8.13,933341.0
5,5.0,4079,3763.0,1,1961,1,0,1,1,6.23,1047885.0
4,5.0,2649,5086.0,2,2022,1,0,1,0,21.23,724424.0
4,4.5,3740,7613.0,2,2000,1,0,1,1,13.52,1130215.0
3,3.5,3483,1509.0,1,1931,1,1,0,1,12.58,901252.0
4,4.5,2744,2006.0,2,2002,0,0,0,1,12.73,763209.0
2,3.0,1138,2301.0,2,1984,0,1,0,1,2.58,499114.0
2,3.0,2195,2239.0,2,1913,1,1,0,0,18.63,511576.0
4,4.5,2965,2023.0,1,2005,0,0,0,1,2.68,824239.0
4,4.0,2953,1875.0,2,2000,1,1,0,0,24.41,722795.0
4,4.5,3367,4177.0,1,2006,0,0,0,1,5.61,915936.0
3,3.5,2536,1895.0,1,1972,0,1,0,0,19.62,579216.0
3,3.5,2162,3354.0,2,1940,1,1,0,1,6.93,761438.0
3,3.0,2217,3711.0,1,1987,1,0,0,1,2.81,754168.0
5,5.0,4003,3173.0,2,1965,0,0,1,1,4.4,1140633.0
3,3.5,2075,2464.0,2,1955,1,1,0,0,18.19,573717.0
3,3.5,2516,1994.0,2,2006,0,1,0,0,12.03,565669.0
3,3.0,2243,1721.0,1,1915,1,0,0,1,3.42,627771.0
2,2.0,1097,13863.0,2,1977,0,0,0,0,15.89,473129.0
2,2.5,1626,4914.0,2,2011,1,1,1,1,3.09,613317.0
3,3.0,2072,3148.0,3,1973,0,0,0,0,17.47,435466.0
5,5.0,3566,2645.0,2,1962,1,0,0,1,7.89,1026668.0
3,3.0,1781,5088.0,1,1997,1,0,0,1,3.43,596410.0
4,5.0,3127,4735.0,2,1924,1,0,0,1,9.73,945882.0
2,2.5,1563,6086.0,1,1983,1,1,0,0,7.76,539775.0
6,5.0,3652,5182.0,2,1939,1,1,0,1,0.5,1086700.0
2,2.0,979,6259.0,2,1971,0,1,0,1,2.64,382999.0
3,4.0,2745,1512.0,2,1949,0,1,0,1,5.29,747947.0
3,3.5,2967,3855.0,2,2021,1,0,1,1,7.18,882638.0
4,4.0,3774,5448.0,1,1957,1,1,0,1,8.74,1071630.0
3,3.5,3183,4180.0,1,1959,0,0,0,1,9.31,827025.0
3,4.0,3391,6352.0,1,1914,1,0,0,1,11.55,1014716.0
4,4.5,3575,1887.0,2,2022,1,0,1,0,12.95,933098.0
4,5.0,2887,6430.0,2,2009,1,0,0,0,17.85,845692.0
6,5.0,4130,1575.0,2,1906,1,1,0,0,13.02,1151072.0
5,5.0,3231,2262.0,2,2022,1,1,1,1,9.82,977528.0
5,5.0,3890,3043.0,1,1962,1,0,0,0,22.65,961785.0
4,4.0,3279,4296.0,1,1985,1,0,0,0,6.6,822071.0
3,3.5,2291,6346.0,1,1914,1,1,0,1,4.36,680495.0
3,3.0,1767,5035.0,2,1902,0,0,0,0,18.18,505742.0
4,4.0,2319,3004.0,2,1941,1,1,0,1,4.18,781916.0
6,5.0,4378,3204.0,1,1999,1,1,0,1,8.91,1121493.0
5,5.0,4317,4034.0,1,1909,1,1,0,1,9.07,1179869.0
5,5.0,4092,4253.0,2,2000,0,1,1,1,4.89,1130998.0
5,5.0,3445,2141.0,2,1918,1,1,0,1,4.6,981790.0
6,5.0,3770,2559.0,2,1972,1,1,0,1,10.44,1045435.0
4,4.5,3133,8307.0,2,2003,1,1,0,1,9.75,929495.0
4,5.0,3374,6143.0,1,1970,1,0,0,0,2.65,891914.0
3,3.0,2386,7080.0,1,2006,1,0,0,1,0.5,761300.0
2,2.0,757,2226.0,1,1929,0,0,0,1,7.27,334699.0
5,5.0,3423,2801.0,2,1991,1,0,0,0,25.99,806614.0
5,5.0,3616,3590.0,1,1920,1,0,0,1,2.81,1056997.0
3,3.5,2088,4189.0,1,1983,1,1,0,1,4.0,698071.0
4,4.5,3468,1866.0,1,2000,0,0,1,1,8.83,876329.0
3,4.0,3520,5130.0,2,1961,1,1,0,1,10.87,1039515.0
4,4.5,3175,7236.0,2,2023,1,0,1,0,14.16,851028.0
3,3.5,2310,2637.0,1,1942,1,0,0,1,11.03,752869.0
1,1.0,600,6979.0,3,1901,1,0,0,1,7.37,394628.0
5,5.0,5004,19181.0,2,2011,1,1,0,0,18.4,1391871.0
3,3.0,2144,1739.0,1,1951,1,0,0,1,4.84,549339.0
4,4.0,2448,9931.0,2,1990,1,1,0,1,11.25,927487.0
3,3.5,2251,3205.0,2,2009,1,0,0,1,1.63,700543.0
4,5.0,2658,1850.0,3,2006,0,0,1,1,9.46,724466.0
5,5.0,3619,1921.0,1,1990,1,1,0,0,23.51,819301.0
5,5.0,3406,4374.0,1,1959,1,0,0,1,3.23,1105304.0
4,4.0,3493,2528.0,2,1995,1,1,0,0,16.34,906817.0
2,2.5,1391,1672.0,2,2021,1,1,1,1,12.97,451794.0
3,3.5,2571,1575.0,1,1916,1,0,0,1,10.36,756666.0
3,3.0,1655,3498.0,1,1940,1,1,1,1,8.78,643099.0
3,3.0,1956,2249.0,2,1941,0,0,0,1,11.31,617976.0
3,3.5,1921,11725.0,2,1964,0,1,0,0,24.23,522571.0
6,5.0,3938,3914.0,1,1962,0,1,0,1,2.97,1024471.0
3,3.5,2795,4656.0,1,2020,1,1,1,1,10.59,833668.0
6,5.0,4370,2765.0,2,1972,1,1,1,1,7.59,1250633.0
2,2.0,1400,2341.0,1,1944,1,1,0,1,5.67,494879.0
3,4.0,2637,1663.0,2,1924,1,1,0,1,8.54,697648.0
3,4.0,3524,5646.0,2,1937,1,1,0,1,1.34,1017331.0
3,4.0,2558,2149.0,1,2020,1,1,1,0,11.14,702206.0
6,5.0,4515,2904.0,1,1972,1,0,0,1,13.53,1162381.0
4,5.0,2782,5076.0,1,1939,0,0,0,0,16.5,721662.0
2,2.0,1825,2756.0,1,1909,0,1,0,1,7.16,563781.0
5,5.0,3981,1887.0,2,1970,1,0,1,1,6.29,1137880.0
3,3.0,2824,2875.0,2,1976,1,1,0,1,4.87,809163.0
3,4.0,2621,5231.0,2,1988,1,1,0,1,12.13,730603.0
6,5.0,4244,3281.0,2,1904,1,1,0,0,16.22,1092808.0
2,2.5,1197,4088.0,2,1990,0,1,0,1,1.1,431257.0
2,2.0,1473,3436.0,1,2023,1,1,1,0,9.71,349256.0
4,4.0,3674,2969.0,2,1951,1,1,0,1,7.34,1056669.0
6,5.0,3864,3419.0,2,1966,0,0,0,1,7.08,997501.0
6,5.0,3797,5720.0,2,1944,0,0,0,0,20.35,966294.0
3,3.5,2292,3045.0,1,2019,0,0,1,1,1.92,757442.0
4,5.0,3686,8501.0,2,1933,1,1,0,1,9.06,1111138.0
6,5.0,4930,2887.0,1,1912,1,0,0,1,3.4,1364700.0
5,5.0,3434,2193.0,1,1924,0,1,0,1,0.5,1046041.0
3,3.5,2821,6453.0,3,1953,1,1,0,0,20.22,713299.0
4,4.0,2939,5179.0,2,1923,1,1,0,1,11.75,806447.0
5,5.0,3851,1534.0,2,1988,1,1,0,0,22.95,1051144.0
5,5.0,4015,7432.0,2,1930,1,0,0,1,11.31,1121077.0
4,4.0,2468,2336.0,2,1965,1,1,0,1,6.27,786085.0
3,3.0,2714,3165.0,1,2000,1,0,0,0,21.05,661404.0
3,3.5,2526,3308.0,2,1957,0,1,0,1,15.58,635461.0
3,4.0,2785,2783.0,1,2018,1,1,1,1,3.5,776318.0
5,5.0,3813,3449.0,1,2004,0,0,0,1,3.99,1093896.0
5,5.0,3473,5995.0,1,1988,1,0,0,1,4.06,1001254.0
4,4.0,2301,1821.0,1,1985,0,0,0,0,16.27,565291.0
2,3.0,1221,2360.0,2,1980,1,0,0,0,12.05,388490.0
3,3.0,2094,2310.0,2,1923,0,0,0,0,13.52,514165.0
3,4.0,2237,2688.0,1,1985,0,1,0,1,4.08,776894.0
3,4.0,2624,6526.0,2,1972,0,0,0,0,10.28,713404.0
5,5.0,4255,4552.0,2,1974,1,0,0,1,3.04,1170455.0
4,4.0,3230,3787.0,1,1959,0,0,0,0,8.41,861579.0
3,4.0,2817,2342.0,1,2013,0,0,0,0,2.2,880046.0
3,4.0,2528,3669.0,1,1996,1,0,0,1,8.6,761703.0
5,5.0,3284,5804.0,2,1934,1,1,0,1,3.06,955563.0
4,4.0,2326,2920.0,1,1990,1,0,1,1,8.96,681642.0
6,5.0,3848,5744.0,2,1977,1,0,0,1,10.38,991218.0
3,3.5,3504,5660.0,2,2002,1,1,0,0,22.18,855644.0
4,4.5,3437,2969.0,1,2019,1,1,1,1,3.4,960419.0
3,3.5,2121,3852.0,1,1937,1,0,0,1,8.93,600985.0
2,2.5,1434,2004.0,1,2002,1,1,0,0,12.87,411413.0
2,2.0,1962,4924.0,1,1950,1,0,0,1,1.28,715565.0
3,4.0,3296,8642.0,2,2013,0,1,0,1,9.03,916497.0
5,5.0,3705,4518.0,1,2011,1,1,0,1,6.2,1053152.0
4,4.0,2827,3569.0,1,2007,1,0,0,0,9.19,698828.0
4,4.5,2812,8547.0,2,1967,1,1,0,0,10.86,846557.0
5,5.0,3575,12862.0,2,1926,1,1,0,0,12.56,1030809.0
4,4.5,3503,4861.0,1,1938,0,1,1,1,4.82,1069241.0
4,4.0,2803,2736.0,1,1984,1,1,0,0,26.6,672263.0
5,5.0,3250,6660.0,1,1999,1,0,0,1,13.8,905608.0
3,3.5,2850,2889.0,1,1906,1,1,0,0,20.59,792576.0
6,5.0,3902,3765.0,1,1953,1,0,0,0,9.78,1014292.0
3,3.0,1965,2548.0,3,1953,1,1,0,1,7.96,649282.0
3,3.0,2199,9800.0,2,1926,1,1,0,1,8.15,793648.0
3,4.0,3019,2496.0,1,1973,1,1,0,0,20.48,762076.0
2,3.0,2432,2030.0,2,1921,1,1,1,0,16.3,670572.0
3,4.0,2264,2012.0,1,1968,0,0,0,1,11.36,686398.0
3,3.0,2502,3526.0,1,1994,1,1,1,0,8.36,590349.0
3,3.0,2122,1885.0,2,1962,1,1,0,0,18.92,449818.0
5,5.0,3874,1644.0,2,2016,0,0,1,1,3.04,1046514.0
3,3.0,2557,4740.0,1,1901,1,1,0,1,8.3,756847.0
4,4.5,3398,2160.0,2,1961,1,1,0,1,7.14,971872.0
3,3.0,2338,3007.0,1,2019,1,1,1,0,19.0,595561.0
3,3.0,3251,3592.0,1,1971,1,1,0,1,9.34,1025407.0
4,5.0,3099,5807.0,1,1947,1,0,0,1,7.86,939643.0
5,5.0,3697,7189.0,2,2015,1,0,1,0,24.18,945376.0
2,2.0,2210,3987.0,2,2004,0,1,1,0,21.27,549239.0
5,5.0,3582,3429.0,1,1957,1,1,0,1,8.64,1035548.0
3,3.5,3146,2406.0,1,2017,1,1,1,0,24.9,711721.0
3,3.0,2602,2556.0,2,1960,1,0,0,1,7.47,763424.0
6,5.0,3979,6186.0,2,1936,1,0,0,1,3.17,1098225.0
4,4.0,3394,1974.0,1,1937,0,0,0,1,7.56,840580.0
3,4.0,2947,7304.0,3,1922,1,1,0,0,20.21,803399.0
3,4.0,2397,8865.0,2,1988,1,0,0,1,9.45,792144.0
5,5.0,3223,1670.0,1,1956,0,0,0,1,10.28,836976.0
3,3.5,2015,4939.0,2,1970,1,0,0,1,5.16,715688.0
3,3.5,2272,8720.0,2,1959,1,1,0,0,16.66,641857.0
5,5.0,3383,2948.0,2,1968,1,1,0,1,2.36,982713.0
5,5.0,3995,9065.0,1,2020,1,1,1,1,8.52,1161498.0
4,4.5,2789,5016.0,1,1940,1,1,0,1,12.82,828235.0
3,4.0,2090,5206.0,2,2009,0,1,0,1,6.33,672646.0
3,3.0,2398,1681.0,1,1955,1,1,0,0,13.68,628101.0
3,3.0,2336,1710.0,2,2006,0,1,0,1,5.04,715970.0
4,4.5,2668,7146.0,2,1996,1,0,0,1,7.34,832208.0
2,2.0,2536,5108.0,2,1999,0,0,0,1,1.77,743524.0
4,4.0,3061,3769.0,1,1978,1,1,0,0,12.65,810347.0
4,4.0,3485,2646.0,2,1977,1,1,0,1,4.77,966053.0
3,3.5,2759,2803.0,1,1902,1,1,0,0,14.65,685941.0
2,2.5,1951,2270.0,2,1971,0,1,0,1,7.84,636748.0
3,3.0,2221,3464.0,1,1903,1,1,0,0,11.16,560440.0
4,4.0,2965,3388.0,3,1905,0,0,0,1,3.15,828689.0
3,3.0,1851,3067.0,1,1957,1,0,0,1,10.31,604360.0
4,4.0,3047,1971.0,2,1922,0,0,1,1,3.32,867961.0
3,3.5,3042,13113.0,2,1983,0,1,0,0,28.78,785558.0
5,5.0,4036,4175.0,2,1995,1,0,0,1,2.31,1154365.0
3,3.0,2129,4577.0,2,1916,1,1,0,1,14.94,675637.0
3,3.0,1483,6755.0,1,1968,1,1,0,0,8.59,508388.0
3,3.0,2733,2014.0,2,1990,0,1,0,1,10.73,772260.0
3,3.5,2714,3913.0,1,1932,1,1,0,1,10.68,807978.0
6,5.0,3572,9739.0,1,2015,1,1,1,1,2.33,1089238.0
5,5.0,3387,4019.0,1,2005,1,0,0,1,6.37,949170.0
3,3.5,2463,9223.0,1,1956,1,1,0,1,3.53,836205.0
2,3.0,1849,2628.0,1,1917,0,1,0,1,2.5,564164.0
5,5.0,4275,1743.0,1,2004,1,0,0,0,14.54,1018156.0
3,3.0,1566,2990.0,2,1968,1,1,0,1,2.64,524051.0
5,5.0,3624,1592.0,1,1972,1,1,0,1,1.72,1113010.0
3,3.0,2363,3152.0,1,1985,1,1,0,0,16.04,596535.0
3,3.5,3004,1690.0,2,1986,0,1,0,0,33.16,673334.0
3,3.5,2228,6558.0,1,2014,1,1,0,1,13.06,708275.0
2,2.0,1419,8257.0,1,2018,1,0,1,0,15.64,507235.0
3,3.5,1747,1751.0,2,2021,0,1,1,0,17.58,455411.0
4,4.5,2801,1931.0,3,1994,1,1,1,0,15.73,792235.0
4,4.5,3673,8485.0,2,2020,1,0,1,1,5.17,1038249.0
3,3.5,2176,3922.0,1,1975,0,0,0,1,8.49,668656.0
6,5.0,4349,10214.0,2,2014,1,0,0,1,6.18,1243223.0
2,2.5,1576,3426.0,2,1977,0,0,0,0,19.15,395858.0
6,5.0,4644,3196.0,2,1973,1,1,0,0,16.27,1179508.0
4,4.0,3074,2737.0,2,1941,1,0,0,0,16.25,757047.0
2,2.5,844,6039.0,2,2012,1,0,0,1,11.12,370928.0
3,4.0,2505,2693.0,1,1921,1,0,0,0,16.29,639019.0
4,5.0,2885,2344.0,2,2022,1,0,1,0,24.64,760726.0
3,3.5,2312,7758.0,1,2006,1,0,0,0,16.79,620965.0
3,3.0,2181,1548.0,2,1959,0,0,0,0,18.32,597245.0
4,4.0,3394,9302.0,1,1921,1,1,0,1,13.02,887374.0
3,3.0,2486,2909.0,2,1974,1,1,0,1,3.06,783888.0
3,3.5,2491,4346.0,2,2020,1,1,1,1,4.21,795347.0
5,5.0,3437,2195.0,2,2023,1,0,1,1,3.58,1010016.0
3,3.0,1464,4634.0,1,1977,1,0,1,0,17.29,519867.0
4,4.0,2975,15923.0,1,1978,0,0,0,1,7.09,925236.0
4,4.5,3059,2194.0,1,1969,1,0,0,1,7.22,860726.0
2,2.0,1386,2926.0,2,2008,1,0,0,0,19.86,297578.0
2,2.0,1453,2846.0,2,1917,1,0,0,1,3.04,498601.0
5,5.0,4018,3381.0,2,1993,0,0,0,1,10.93,1091288.0
4,5.0,2801,5391.0,2,1927,1,1,1,1,9.67,861632.0
3,3.0,2953,1807.0,1,1943,1,0,0,1,6.16,798994.0
4,4.5,3205,5213.0,2,2020,1,1,1,1,7.56,988190.0
3,3.0,1892,2167.0,1,1945,0,1,0,1,3.54,590223.0
3,3.5,2243,3552.0,2,1962,1,0,0,1,2.92,635185.0
4,4.5,2560,2813.0,2,1995,1,0,1,0,12.03,756601.0
3,4.0,2429,14471.0,2,1932,1,0,0,1,8.49,784184.0
3,3.5,2495,1888.0,2,2010,0,1,1,1,2.99,729532.0
3,3.5,2567,3157.0,1,1938,1,0,0,1,5.48,753366.0
3,3.5,3150,1525.0,1,2002,0,0,0,1,6.62,872498.0
4,5.0,3566,2925.0,1,1994,1,0,0,1,8.0,934284.0
3,4.0,2482,7948.0,1,1979,0,1,0,0,13.79,711471.0
4,5.0,3470,3023.0,3,1978,1,0,0,0,13.77,943984.0
6,5.0,4073,3617.0,2,2017,0,0,1,1,2.74,1127253.0
5,5.0,4569,5540.0,1,2002,1,1,0,0,10.82,1173879.0
3,3.0,2438,1986.0,3,1920,1,0,0,1,9.72,716275.0
4,4.5,3250,2647.0,1,2012,1,0,0,1,2.91,1009579.0
4,4.5,3106,6786.0,2,2013,0,1,0,1,11.22,972737.0
4,4.0,3402,3425.0,1,2012,0,1,0,1,10.97,912221.0
3,3.0,2397,1811.0,1,1980,1,1,0,1,1.01,740121.0
4,4.5,3371,3920.0,2,1940,1,1,0,1,9.25,936019.0
5,5.0,2988,2543.0,2,1937,1,0,0,0,16.01,735525.0
4,4.0,3232,10735.0,1,1926,1,1,0,1,0.95,1046766.0
4,4.0,3136,4927.0,1,1999,1,1,0,1,7.81,956348.0
5,5.0,3763,2276.0,2,1924,1,0,0,1,3.37,1035017.0
5,5.0,3901,2657.0,1,1955,1,1,0,1,3.32,1103647.0
3,3.0,3256,2260.0,1,1935,1,1,0,1,8.94,913569.0
2,3.0,1545,2190.0,2,1999,1,0,0,1,6.89,539811.0
3,4.0,2580,4963.0,2,2012,1,0,0,1,8.33,833647.0
6,5.0,3898,1507.0,2,1919,0,0,0,0,15.76,926827.0
3,4.0,2538,2093.0,2,1946,1,0,0,1,7.41,811114.0
3,3.0,1597,6665.0,2,1999,1,1,0,0,8.4,512498.0
3,4.0,2878,2047.0,1,2004,1,1,0,1,0.5,790389.0
3,3.0,1860,4147.0,1,1994,0,1,0,0,25.12,395949.0
5,5.0,3766,1545.0,2,2023,1,0,1,1,5.17,965710.0
4,4.5,3540,2647.0,1,1938,1,1,0,1,8.23,886829.0
3,4.0,2314,3444.0,2,1986,1,1,0,0,15.19,654882.0
4,4.0,3968,3271.0,2,2005,1,1,0,1,3.87,1061693.0
3,3.0,2288,7456.0,2,2017,0,0,1,1,10.54,744926.0
5,5.0,3169,4502.0,1,1960,0,0,0,1,2.68,992358.0
3,3.5,2454,6871.0,1,1997,1,1,0,1,7.12,719082.0
3,3.5,2222,4085.0,1,2010,1,1,0,1,1.39,745478.0
4,5.0,2651,3003.0,1,1997,0,1,0,1,3.19,765061.0
2,2.5,1183,2025.0,1,2016,1,0,1,0,14.98,348444.0
5,5.0,3472,2566.0,2,1924,1,1,0,0,14.76,850246.0
6,5.0,4340,3730.0,1,2016,1,0,1,1,6.64,1166462.0
