age,gender,frequent_flyer,flight_distance,departure_delay,arrival_delay,seat_comfort,in_flight_entertainment,food_service,onboard_service,baggage_handling,checkin_ease,wifi_connectivity,satisfaction
38,Female,Yes,405.0,25.0,10.0,3,3,2,4,4,4,2,1
40,Female,No,2570.0,14.0,25.0,2,2,3,4,3,4,1,2
61,Female,No,2464.0,5.0,19.0,3,2,2,2,5,5,2,3
26,Male,No,672.0,1.0,10.0,3,4,1,3,3,3,4,2
30,Male,Yes,383.0,3.0,8.0,5,5,3,3,4,4,2,5
32,Male,No,623.0,2.0,9.0,3,4,1,2,4,3,3,1
28,Male,No,683.0,6.0,1.0,4,3,5,4,5,2,3,3
30,Male,Yes,701.0,4.0,2.0,4,2,5,3,3,3,3,3
25,Female,Yes,549.0,12.0,1.0,3,3,3,3,3,3,4,3
44,Female,Yes,3091.0,0.0,9.0,1,1,3,1,5,4,2,1
54,Male,Yes,548.0,4.0,25.0,3,1,4,3,4,2,2,1
31,Female,Yes,1392.0,9.0,7.0,4,4,1,5,5,3,1,5
46,Female,Yes,2063.0,6.0,2.0,5,3,2,4,3,2,1,3
42,Female,Yes,536.0,4.0,18.0,4,3,2,5,4,3,1,4
44,Female,No,2212.0,23.0,2.0,2,1,2,1,3,3,1,1
37,Male,No,2336.0,13.0,6.0,3,3,1,3,4,4,4,2
38,Female,No,264.0,7.0,7.0,4,4,1,1,4,3,4,1
29,Female,No,385.0,1.0,12.0,3,2,1,4,3,4,3,2
26,Male,No,2068.0,2.0,22.0,3,3,2,4,4,5,2,3
40,Female,No,2988.0,4.0,4.0,2,1,3,1,5,3,1,1
34,Female,No,2506.0,52.0,2.0,3,3,2,1,3,2,3,1
40,Female,Yes,2115.0,14.0,10.0,1,1,2,3,3,3,1,1
31,Female,No,2503.0,3.0,1.0,2,2,3,2,2,3,2,1
53,Male,No,355.0,30.0,17.0,1,2,3,2,3,4,3,1
25,Female,No,462.0,9.0,6.0,2,1,3,3,4,3,1,1
31,Female,Yes,2392.0,6.0,4.0,2,5,2,4,4,4,4,5
43,Female,No,867.0,7.0,6.0,3,4,4,2,5,4,4,4
24,Male,Yes,561.0,2.0,3.0,2,1,2,1,3,1,1,1
42,Male,Yes,664.0,17.0,16.0,5,3,3,2,4,5,1,4
27,Female,Yes,514.0,8.0,7.0,3,3,3,3,3,4,3,2
29,Male,No,2901.0,10.0,6.0,3,2,3,3,5,4,3,1
48,Female,No,419.0,22.0,31.0,2,2,4,2,5,2,1,1
24,Female,Yes,466.0,0.0,5.0,5,5,3,4,3,3,3,5
26,Male,No,585.0,15.0,11.0,2,2,4,3,5,4,2,2
28,Male,No,2113.0,4.0,14.0,3,2,4,1,4,4,4,3
63,Female,Yes,2519.0,2.0,3.0,1,4,2,3,4,4,1,1
21,Male,No,705.0,3.0,7.0,3,3,4,2,2,4,3,2
62,Female,Yes,248.0,23.0,3.0,1,1,4,3,5,5,2,2
34,Male,No,2378.0,3.0,23.0,4,3,4,3,1,5,2,3
43,Female,Yes,494.0,18.0,12.0,4,5,4,4,5,2,1,4
36,Male,No,2014.0,14.0,4.0,1,3,2,3,3,4,1,1
30,Female,No,2535.0,37.0,1.0,3,3,3,2,5,4,2,1
26,Female,No,649.0,3.0,13.0,4,4,5,5,3,3,3,5
59,Male,Yes,576.0,25.0,36.0,3,4,5,3,3,3,1,1
26,Male,No,371.0,15.0,4.0,1,1,5,3,3,4,2,1
32,Female,No,360.0,16.0,16.0,4,4,3,4,3,5,1,1
23,Male,Yes,2415.0,26.0,7.0,1,1,3,3,3,1,4,1
32,Female,No,347.0,8.0,25.0,2,2,3,2,4,3,3,1
29,Female,Yes,3535.0,9.0,46.0,3,3,4,3,3,3,3,1
42,Female,Yes,512.0,0.0,9.0,3,3,2,3,5,5,3,5
48,Female,No,2151.0,9.0,0.0,2,2,3,3,4,5,4,3
50,Male,No,3070.0,28.0,6.0,3,2,4,5,4,3,4,5
35,Female,No,394.0,5.0,36.0,3,5,2,3,2,3,1,1
30,Male,No,893.0,30.0,2.0,1,3,5,3,2,3,1,1
66,Male,Yes,699.0,4.0,5.0,2,3,2,1,4,5,2,1
41,Male,No,2809.0,13.0,7.0,5,5,3,4,5,3,1,5
55,Female,No,553.0,20.0,4.0,4,2,2,4,5,1,4,2
38,Female,No,353.0,13.0,5.0,5,5,1,5,4,2,4,3
33,Male,Yes,2485.0,4.0,6.0,2,5,4,5,5,3,4,3
34,Male,No,462.0,17.0,39.0,2,1,3,2,4,2,4,1
31,Male,No,513.0,1.0,1.0,3,1,4,2,5,1,3,1
27,Male,No,2249.0,58.0,20.0,5,5,4,5,4,2,4,3
36,Male,No,825.0,9.0,30.0,3,3,1,3,5,3,1,1
33,Male,No,2863.0,0.0,11.0,3,3,3,4,4,4,5,3
38,Female,Yes,1591.0,32.0,14.0,4,3,2,5,5,4,3,4
26,Male,Yes,2150.0,13.0,3.0,3,3,3,1,4,4,1,2
44,Female,Yes,723.0,7.0,11.0,4,4,5,5,2,3,2,5
39,Male,No,2326.0,8.0,1.0,2,1,4,1,4,4,3,1
41,Female,No,528.0,3.0,2.0,3,4,4,5,1,5,1,5
28,Female,No,518.0,2.0,5.0,1,1,5,3,4,5,4,3
29,Female,No,2723.0,1.0,6.0,2,1,3,1,3,4,1,1
38,Male,Yes,499.0,11.0,2.0,4,2,3,3,5,3,3,5
32,Male,Yes,424.0,1.0,15.0,4,5,2,5,3,4,3,5
36,Male,No,551.0,0.0,20.0,4,5,2,4,5,1,1,2
43,Female,No,382.0,8.0,10.0,3,2,3,2,2,4,1,1
22,Male,No,166.0,6.0,1.0,3,2,1,3,2,2,1,1
40,Female,No,2478.0,1.0,3.0,4,2,3,1,3,3,2,1
33,Female,Yes,528.0,5.0,1.0,4,2,4,5,1,3,3,4
40,Female,Yes,507.0,23.0,9.0,3,3,2,2,5,3,3,1
34,Male,No,383.0,15.0,14.0,4,2,3,5,4,4,1,4
31,Female,No,2347.0,9.0,4.0,1,1,4,1,2,5,4,1
38,Male,Yes,391.0,45.0,0.0,2,4,2,3,4,3,4,2
38,Female,Yes,2609.0,3.0,12.0,4,4,4,4,4,3,3,4
25,Male,No,381.0,9.0,7.0,4,5,3,2,2,2,4,1
49,Male,No,2755.0,14.0,2.0,4,4,1,3,3,3,2,2
23,Male,Yes,2520.0,4.0,30.0,2,2,3,2,3,4,4,1
28,Male,No,387.0,15.0,1.0,3,3,4,2,3,2,1,1
22,Female,No,1678.0,7.0,5.0,2,4,2,3,3,3,3,2
35,Female,No,313.0,11.0,14.0,4,4,4,5,4,3,3,5
31,Male,No,475.0,1.0,4.0,2,5,3,3,3,4,4,3
29,Male,No,421.0,7.0,29.0,3,2,4,2,4,3,1,4
36,Female,Yes,2850.0,5.0,22.0,2,3,5,4,5,4,1,3
34,Female,No,445.0,16.0,18.0,1,1,3,1,4,1,2,1
41,Male,No,657.0,8.0,16.0,3,3,2,2,5,4,4,2
37,Female,No,3210.0,2.0,14.0,3,3,2,3,4,4,4,1
29,Female,No,2918.0,21.0,5.0,3,3,3,2,3,2,4,1
37,Male,No,363.0,4.0,28.0,5,5,2,5,5,3,1,5
27,Male,No,369.0,0.0,13.0,2,4,4,3,5,5,1,3
50,Male,No,3010.0,6.0,8.0,1,1,3,1,4,1,1,1
25,Male,No,1723.0,16.0,2.0,2,3,3,2,2,3,3,2
41,Female,Yes,2239.0,8.0,37.0,5,5,1,4,4,3,1,3
38,Female,Yes,695.0,36.0,4.0,2,2,2,2,3,5,3,1
40,Female,No,2495.0,25.0,4.0,1,2,5,1,4,3,1,1
24,Female,No,309.0,6.0,2.0,3,3,3,2,4,4,2,2
27,Male,No,2768.0,1.0,3.0,2,1,3,3,2,1,4,1
45,Female,No,3042.0,3.0,50.0,5,5,4,5,2,5,2,4
35,Female,Yes,2520.0,1.0,19.0,4,4,3,5,3,3,1,4
28,Female,No,470.0,5.0,1.0,1,2,1,4,3,4,1,1
43,Male,Yes,272.0,9.0,40.0,3,5,4,3,4,1,3,1
43,Male,No,1757.0,5.0,10.0,3,4,2,2,4,5,1,2
39,Female,No,573.0,11.0,1.0,3,5,2,3,3,5,5,3
24,Female,No,487.0,0.0,1.0,2,3,3,4,4,1,3,2
27,Female,No,2508.0,1.0,10.0,3,4,3,2,2,5,4,2
44,Female,Yes,431.0,4.0,12.0,3,2,2,1,3,1,3,1
43,Male,No,1950.0,15.0,5.0,3,3,3,3,3,4,4,2
35,Female,Yes,2311.0,5.0,11.0,1,3,4,2,4,1,5,1
38,Female,No,415.0,0.0,19.0,5,4,3,3,3,3,3,3
29,Female,No,631.0,4.0,9.0,5,4,5,3,3,4,4,4
31,Female,No,2726.0,7.0,4.0,2,1,3,2,4,4,1,3
25,Female,No,452.0,10.0,1.0,3,1,3,1,3,4,1,2
43,Male,No,2073.0,4.0,49.0,3,2,4,2,3,5,4,2
22,Female,Yes,2110.0,5.0,7.0,3,1,4,3,4,3,3,3
43,Male,No,692.0,1.0,2.0,5,4,4,5,5,2,1,5
40,Female,No,2895.0,1.0,4.0,3,3,3,3,4,4,2,3
26,Female,No,2245.0,4.0,2.0,4,3,4,2,4,2,5,3
34,Female,No,648.0,1.0,5.0,2,4,4,3,5,3,4,1
22,Male,Yes,619.0,5.0,4.0,3,5,2,5,4,2,2,5
28,Female,No,349.0,11.0,11.0,1,1,3,1,4,4,3,1
26,Male,No,1870.0,4.0,4.0,3,4,3,4,4,5,1,4
44,Female,No,426.0,10.0,6.0,3,3,4,2,5,5,3,4
54,Female,No,698.0,7.0,4.0,2,4,4,3,3,3,1,2
46,Female,No,490.0,1.0,9.0,1,1,4,1,4,3,1,1
37,Female,No,3103.0,1.0,9.0,2,2,1,1,1,4,4,1
45,Female,No,513.0,4.0,29.0,3,2,5,3,5,5,4,2
32,Male,Yes,2420.0,22.0,16.0,2,2,3,1,3,3,3,1
37,Female,No,399.0,6.0,3.0,3,2,4,2,1,4,1,2
33,Male,No,3013.0,3.0,1.0,1,2,4,1,5,4,2,3
31,Male,No,418.0,1.0,8.0,2,3,5,2,3,3,2,1
43,Female,Yes,339.0,1.0,77.0,2,3,3,4,3,4,1,1
32,Female,Yes,565.0,3.0,13.0,3,3,1,1,3,3,3,1
39,Female,Yes,562.0,17.0,2.0,2,3,1,2,4,4,4,1
20,Female,No,2006.0,1.0,4.0,3,3,3,2,3,4,1,1
27,Male,No,2794.0,3.0,7.0,5,5,3,3,3,3,1,4
36,Male,No,2567.0,16.0,17.0,3,3,3,4,1,5,1,1
24,Female,Yes,310.0,2.0,34.0,4,3,4,4,4,4,2,2
29,Male,No,511.0,2.0,8.0,1,1,1,2,3,3,1,1
33,Male,No,620.0,16.0,8.0,5,5,1,4,3,4,4,4
34,Female,Yes,2531.0,4.0,2.0,4,3,4,4,1,4,1,5
33,Male,No,490.0,18.0,6.0,2,3,3,3,5,5,3,4
38,Male,No,2545.0,7.0,0.0,5,3,4,4,3,3,1,4
23,Male,No,3445.0,3.0,3.0,2,1,2,3,2,3,2,1
27,Female,No,502.0,4.0,3.0,2,3,2,3,4,3,1,2
54,Male,No,2073.0,4.0,16.0,1,1,3,3,4,4,3,3
52,Female,No,2234.0,2.0,19.0,2,3,4,4,4,4,3,3
35,Male,Yes,431.0,8.0,11.0,1,2,4,3,1,3,2,1
29,Female,Yes,539.0,15.0,20.0,2,2,4,1,3,5,2,1
53,Male,No,513.0,6.0,6.0,3,5,2,4,4,4,4,5
33,Male,Yes,310.0,6.0,12.0,1,2,3,2,2,3,1,1
24,Male,No,670.0,1.0,6.0,3,3,5,3,4,3,3,4
19,Female,Yes,2294.0,15.0,10.0,2,1,5,1,2,3,1,1
42,Male,Yes,2254.0,9.0,14.0,3,5,4,4,3,3,1,4
46,Male,No,420.0,6.0,13.0,3,3,4,4,3,3,1,3
35,Female,Yes,2037.0,11.0,11.0,4,5,4,4,5,4,4,5
31,Female,No,2646.0,13.0,5.0,3,2,3,3,3,3,3,1
38,Female,No,499.0,0.0,20.0,3,4,4,3,5,1,1,1
44,Female,No,354.0,8.0,12.0,1,3,4,4,5,1,3,1
37,Female,No,459.0,1.0,0.0,3,5,4,5,5,5,1,4
42,Female,No,379.0,45.0,20.0,4,5,3,5,3,3,2,1
27,Male,No,781.0,46.0,9.0,5,4,3,5,1,4,3,3
33,Male,No,669.0,19.0,6.0,2,2,3,3,3,3,5,1
38,Female,No,585.0,19.0,27.0,2,1,3,1,1,4,5,1
40,Female,No,720.0,1.0,1.0,4,3,4,5,4,3,2,5
29,Female,No,2261.0,16.0,18.0,2,1,4,2,4,4,2,1
46,Female,No,541.0,0.0,27.0,4,5,2,4,5,3,4,3
64,Female,Yes,408.0,18.0,20.0,5,2,4,4,3,3,3,5
34,Female,Yes,470.0,5.0,26.0,1,2,2,1,4,4,1,1
45,Female,No,369.0,51.0,23.0,4,3,4,4,4,3,3,3
30,Female,Yes,2895.0,2.0,13.0,2,3,3,2,3,2,5,1
24,Male,No,634.0,11.0,10.0,4,3,5,5,5,4,4,5
33,Male,Yes,730.0,6.0,59.0,2,3,3,3,4,2,4,1
52,Female,No,431.0,3.0,30.0,2,3,2,3,4,5,2,1
28,Female,No,360.0,1.0,5.0,5,5,1,4,4,2,3,4
26,Female,No,2401.0,2.0,22.0,5,3,4,5,4,1,2,2
36,Female,Yes,469.0,4.0,5.0,4,3,2,3,3,3,2,3
45,Female,No,501.0,8.0,3.0,2,2,3,3,4,4,2,1
51,Female,No,3026.0,13.0,4.0,1,1,4,3,4,5,5,1
38,Female,No,501.0,3.0,22.0,4,1,3,3,5,4,2,1
38,Male,No,2149.0,0.0,2.0,5,3,4,3,3,5,3,5
36,Female,Yes,526.0,11.0,3.0,3,3,3,3,5,3,1,2
41,Female,No,491.0,2.0,7.0,5,4,1,4,3,4,2,3
26,Female,No,388.0,10.0,19.0,3,3,1,4,4,4,2,2
44,Female,No,692.0,3.0,11.0,2,3,4,3,3,3,3,2
31,Female,No,560.0,9.0,0.0,1,1,3,1,4,3,2,1
41,Female,No,731.0,1.0,7.0,1,2,2,2,4,5,2,3
37,Female,No,192.0,5.0,36.0,2,3,4,3,4,2,1,1
39,Female,No,424.0,3.0,6.0,4,3,3,3,1,1,3,2
37,Male,No,662.0,12.0,22.0,1,3,4,3,5,1,4,1
20,Male,No,598.0,3.0,6.0,4,4,2,5,2,4,4,5
22,Male,No,2202.0,13.0,6.0,4,3,4,3,3,4,1,1
28,Male,Yes,2597.0,17.0,1.0,5,5,3,4,4,4,1,5
37,Male,Yes,766.0,2.0,23.0,3,3,3,2,4,1,1,1
59,Female,No,2370.0,6.0,7.0,3,2,3,1,3,3,1,1
24,Male,Yes,456.0,25.0,5.0,4,4,2,5,4,1,4,3
45,Female,No,502.0,6.0,4.0,2,2,3,2,3,4,3,1
25,Male,Yes,1409.0,16.0,19.0,5,2,3,2,3,4,3,2
62,Male,Yes,2477.0,11.0,8.0,3,1,4,3,3,2,3,3
61,Male,Yes,2259.0,2.0,14.0,5,5,4,5,4,4,2,3
57,Male,No,1919.0,1.0,17.0,2,2,5,3,3,2,1,2
37,Female,No,275.0,1.0,5.0,3,4,4,4,3,3,3,4
51,Female,Yes,416.0,6.0,5.0,2,4,2,4,5,3,1,3
38,Male,No,2995.0,9.0,14.0,3,3,4,1,4,3,4,1
36,Female,Yes,437.0,1.0,5.0,2,2,3,2,3,4,1,3
42,Female,Yes,654.0,1.0,12.0,5,3,1,4,3,3,1,4
25,Male,Yes,452.0,2.0,31.0,2,2,3,2,5,4,3,1
33,Female,Yes,467.0,5.0,5.0,2,2,5,3,3,4,3,2
47,Male,No,577.0,2.0,3.0,4,3,3,3,3,2,4,2
23,Male,No,501.0,14.0,0.0,2,3,2,1,2,2,3,1
34,Female,Yes,2775.0,1.0,6.0,4,3,4,4,3,5,1,4
38,Female,No,520.0,11.0,11.0,3,3,2,2,5,4,5,4
39,Female,No,540.0,16.0,3.0,1,1,2,1,4,4,3,1
35,Female,No,445.0,10.0,4.0,3,5,2,5,3,5,2,3
28,Female,Yes,411.0,5.0,30.0,1,3,5,2,3,4,1,1
59,Female,Yes,623.0,15.0,0.0,5,4,4,2,4,3,2,5
40,Female,Yes,222.0,2.0,20.0,4,3,2,3,5,3,1,4
38,Male,No,345.0,3.0,11.0,4,2,3,5,3,4,3,5
27,Female,Yes,2693.0,1.0,14.0,4,4,3,3,4,3,2,3
31,Female,No,2817.0,6.0,13.0,4,5,5,5,5,3,2,5
28,Female,Yes,569.0,3.0,8.0,5,3,4,4,2,3,2,5
26,Female,No,538.0,12.0,9.0,4,3,2,2,4,2,3,1
56,Male,Yes,687.0,3.0,3.0,2,1,3,3,4,4,3,1
18,Male,No,2377.0,10.0,8.0,1,1,3,3,4,5,2,1
35,Female,No,435.0,1.0,10.0,4,2,2,2,4,2,1,1
37,Female,Yes,813.0,3.0,32.0,2,2,3,3,3,2,3,1
45,Female,No,437.0,5.0,8.0,2,3,4,1,3,4,1,3
31,Female,No,548.0,1.0,17.0,4,3,3,4,5,4,2,4
53,Male,Yes,589.0,4.0,29.0,3,3,4,1,4,4,2,1
27,Female,Yes,466.0,1.0,2.0,4,4,1,3,3,5,4,2
22,Female,No,704.0,31.0,20.0,5,4,4,2,3,5,5,3
36,Male,No,565.0,0.0,20.0,5,5,2,5,1,3,2,4
26,Female,No,2634.0,16.0,9.0,2,3,2,4,4,4,1,1
36,Female,Yes,432.0,4.0,2.0,3,1,4,3,4,3,4,2
42,Male,No,698.0,10.0,10.0,5,4,2,5,5,5,3,5
42,Male,Yes,586.0,15.0,12.0,2,3,4,3,2,4,5,1
34,Female,No,2788.0,0.0,2.0,3,2,4,2,4,4,4,2
41,Female,No,2393.0,5.0,5.0,2,1,4,2,3,4,1,2
47,Female,Yes,823.0,2.0,3.0,2,3,4,3,2,3,3,2
42,Male,No,162.0,1.0,1.0,3,3,5,4,3,5,4,4
57,Female,No,536.0,2.0,13.0,5,3,4,5,3,2,3,5
24,Female,No,380.0,6.0,0.0,4,5,3,4,5,5,1,3
27,Male,No,583.0,4.0,5.0,2,1,2,4,2,5,2,2
43,Male,No,429.0,1.0,11.0,1,1,1,3,5,3,1,1
43,Female,No,525.0,9.0,10.0,4,2,5,3,4,4,2,4
31,Female,No,965.0,29.0,3.0,1,3,4,1,4,3,2,2
39,Female,No,2590.0,2.0,4.0,4,3,3,2,4,3,5,3
39,Female,No,440.0,18.0,4.0,2,4,2,5,4,2,2,1
26,Female,No,179.0,5.0,8.0,3,2,5,3,5,3,1,2
44,Female,No,374.0,17.0,15.0,5,3,2,5,4,3,2,3
26,Female,No,552.0,5.0,7.0,5,5,2,5,4,3,1,3
28,Female,No,2987.0,13.0,0.0,4,4,4,3,4,4,1,2
47,Male,No,2649.0,23.0,5.0,4,2,3,3,4,5,2,3
23,Female,No,560.0,1.0,11.0,4,1,4,1,3,2,4,1
22,Male,No,2259.0,7.0,31.0,4,3,4,3,3,2,1,1
33,Male,No,647.0,4.0,13.0,2,1,1,1,3,1,3,1
47,Male,No,329.0,14.0,10.0,3,5,5,3,3,1,4,4
42,Male,No,2466.0,2.0,15.0,4,3,4,3,4,3,2,1
25,Female,Yes,2851.0,3.0,18.0,5,3,2,4,4,3,2,3
37,Male,No,571.0,14.0,13.0,2,5,3,2,2,3,2,1
37,Male,No,594.0,30.0,1.0,4,3,2,4,2,4,2,4
37,Female,No,679.0,53.0,1.0,5,5,2,2,3,3,5,2
35,Male,No,2001.0,5.0,6.0,2,1,3,2,3,3,2,1
35,Female,No,452.0,16.0,5.0,5,4,3,3,3,3,4,3
32,Female,No,421.0,14.0,1.0,3,2,4,2,4,3,3,2
29,Female,No,578.0,2.0,7.0,4,1,2,4,3,3,1,2
35,Female,No,516.0,5.0,36.0,4,3,2,2,4,2,5,2
46,Female,No,2147.0,10.0,12.0,5,4,3,4,2,3,5,4
32,Male,No,446.0,8.0,4.0,2,2,5,3,5,4,4,3
48,Female,No,3303.0,1.0,16.0,1,1,2,1,3,2,2,1
44,Male,Yes,170.0,12.0,10.0,3,2,3,3,5,4,3,3
23,Male,Yes,2465.0,3.0,9.0,1,1,2,2,3,4,1,1
26,Female,No,2915.0,10.0,16.0,4,4,3,4,3,1,4,2
39,Female,No,496.0,30.0,20.0,2,1,4,2,2,4,2,2
30,Male,Yes,627.0,9.0,3.0,3,3,3,4,4,3,2,5
43,Male,No,363.0,11.0,4.0,5,3,3,5,5,2,5,3
44,Female,No,499.0,1.0,1.0,1,3,4,1,4,2,1,1
40,Male,Yes,350.0,2.0,10.0,4,3,2,2,4,3,4,3
54,Male,No,2275.0,0.0,10.0,4,3,5,3,5,5,4,5
28,Female,No,3478.0,1.0,6.0,4,4,2,3,3,4,4,4
22,Female,No,556.0,1.0,22.0,2,5,1,3,4,4,4,1
56,Female,No,489.0,1.0,5.0,5,4,2,5,5,3,4,4
36,Male,Yes,2677.0,4.0,4.0,4,4,3,5,4,2,1,5
40,Male,No,375.0,1.0,10.0,2,3,4,2,1,2,1,1
41,Male,No,508.0,4.0,3.0,5,5,2,5,5,4,4,5
42,Female,No,326.0,3.0,7.0,1,1,3,3,3,4,4,1
20,Male,No,1948.0,0.0,3.0,1,2,4,2,5,2,4,2
50,Female,No,2775.0,11.0,0.0,2,4,4,4,4,2,4,3
18,Female,Yes,248.0,0.0,3.0,2,4,4,2,3,5,5,3
21,Male,Yes,2508.0,7.0,19.0,3,2,5,1,5,3,1,1
29,Male,Yes,665.0,11.0,3.0,4,5,3,3,3,3,1,4
37,Male,Yes,3208.0,4.0,4.0,5,5,1,4,5,3,2,3
58,Female,No,1987.0,0.0,7.0,1,1,5,3,4,4,3,1
20,Male,No,458.0,12.0,20.0,3,5,3,4,5,3,3,2
27,Female,No,382.0,7.0,4.0,4,2,1,5,4,4,4,4
43,Male,Yes,596.0,4.0,2.0,3,5,4,4,2,4,4,5
23,Female,No,2673.0,0.0,23.0,5,2,3,5,3,4,2,5
23,Male,Yes,3003.0,7.0,10.0,4,2,4,1,4,3,2,1
64,Male,No,2727.0,7.0,7.0,4,3,3,4,4,2,2,5
27,Female,Yes,3043.0,5.0,2.0,2,4,2,3,4,3,1,1
53,Male,Yes,1970.0,0.0,1.0,4,4,3,3,4,3,3,4
34,Female,No,2210.0,1.0,22.0,2,3,4,3,2,2,1,1
40,Female,No,315.0,3.0,43.0,1,4,4,4,3,1,5,1
45,Male,No,3056.0,1.0,8.0,3,2,5,1,2,3,1,2
34,Male,No,2732.0,12.0,6.0,2,3,2,5,3,4,3,1
27,Female,No,512.0,0.0,0.0,2,3,4,4,4,1,4,2
36,Male,Yes,1708.0,10.0,19.0,1,3,2,2,5,4,3,1
29,Female,No,3306.0,12.0,5.0,4,5,4,5,4,2,3,4
24,Male,No,2933.0,8.0,18.0,5,2,3,2,3,3,1,1
44,Female,Yes,2773.0,19.0,22.0,4,3,3,1,3,5,4,1
31,Male,No,434.0,14.0,2.0,3,2,1,2,3,3,1,1
38,Male,No,490.0,10.0,16.0,5,5,3,5,4,4,1,4
43,Male,No,2396.0,23.0,2.0,3,3,1,3,3,3,3,1
29,Female,Yes,440.0,20.0,3.0,5,3,3,4,5,3,1,3
30,Female,No,2091.0,10.0,8.0,2,2,2,2,4,3,4,1
66,Male,Yes,3249.0,26.0,7.0,2,2,5,2,4,3,2,1
42,Female,No,2723.0,3.0,5.0,5,5,3,5,3,3,4,5
39,Male,Yes,549.0,1.0,1.0,2,3,3,5,3,3,3,4
32,Female,No,2541.0,15.0,2.0,1,4,3,3,2,3,2,1
46,Female,No,2558.0,2.0,5.0,3,4,3,3,3,3,1,2
34,Male,Yes,357.0,43.0,16.0,4,2,5,4,5,3,3,3
35,Male,No,434.0,3.0,1.0,4,4,5,4,4,4,1,5
56,Female,No,2393.0,13.0,0.0,1,2,2,3,2,5,4,2
32,Male,No,748.0,15.0,8.0,4,4,2,2,3,3,4,2
50,Male,No,3156.0,10.0,4.0,2,1,5,2,3,2,3,3
45,Female,No,1594.0,8.0,25.0,3,5,3,5,3,2,4,1
36,Male,Yes,1907.0,2.0,40.0,2,4,3,5,4,3,1,3
59,Male,Yes,2551.0,22.0,3.0,1,3,4,2,5,4,4,3
23,Female,Yes,468.0,2.0,9.0,4,3,2,4,3,3,2,2
52,Female,No,365.0,15.0,1.0,5,5,3,5,3,3,2,5
18,Female,No,430.0,9.0,21.0,2,3,5,3,5,1,1,2
31,Female,Yes,548.0,2.0,1.0,1,1,3,5,5,5,2,3
41,Male,No,649.0,38.0,6.0,1,1,2,1,3,4,3,1
22,Male,No,2174.0,2.0,13.0,3,4,3,5,2,1,1,3
35,Female,No,637.0,8.0,0.0,3,5,2,5,5,3,3,5
20,Female,No,2688.0,1.0,2.0,4,4,3,5,3,4,1,5
56,Male,No,435.0,6.0,6.0,1,2,3,1,2,4,4,1
24,Female,Yes,641.0,10.0,10.0,3,3,3,5,4,5,4,3
47,Male,Yes,462.0,12.0,28.0,4,4,3,5,3,4,2,5
37,Male,No,2484.0,2.0,3.0,5,3,1,5,4,4,5,5
36,Female,Yes,2506.0,0.0,4.0,1,1,3,4,4,4,4,3
31,Male,Yes,2269.0,9.0,15.0,3,3,3,3,4,1,3,1
39,Male,No,568.0,6.0,6.0,2,1,1,2,4,5,2,1
59,Male,No,640.0,4.0,0.0,2,2,2,3,4,4,4,2
31,Male,No,363.0,69.0,19.0,4,5,3,4,3,4,4,1
39,Female,No,2212.0,18.0,5.0,4,4,3,3,4,4,3,2
46,Male,No,351.0,15.0,19.0,5,5,2,3,2,4,1,4
26,Female,No,1655.0,40.0,5.0,2,3,4,4,2,3,1,2
51,Female,No,205.0,3.0,3.0,5,5,4,4,4,3,4,4
50,Female,No,2343.0,0.0,21.0,4,3,2,3,3,4,1,3
42,Male,Yes,2302.0,5.0,10.0,2,2,2,3,2,4,2,1
35,Female,No,369.0,18.0,7.0,4,3,3,3,5,3,3,5
35,Female,Yes,2214.0,23.0,1.0,4,2,1,5,5,4,4,4
51,Female,Yes,2547.0,3.0,11.0,5,3,1,2,1,5,2,4
26,Male,No,2622.0,11.0,6.0,4,2,3,5,1,4,3,3
50,Female,Yes,2296.0,23.0,8.0,2,4,4,3,4,2,2,2
26,Female,No,286.0,3.0,11.0,2,2,1,3,4,2,1,1
52,Female,No,669.0,18.0,15.0,1,3,3,2,3,5,5,3
48,Female,No,510.0,16.0,18.0,4,5,5,4,3,2,1,3
46,Female,Yes,540.0,21.0,4.0,2,4,4,3,4,4,3,3
28,Female,No,3188.0,29.0,12.0,2,4,4,4,4,5,3,2
56,Male,No,455.0,24.0,12.0,2,2,2,1,3,3,4,1
28,Male,Yes,457.0,29.0,11.0,3,3,3,5,2,3,5,3
19,Female,No,2442.0,38.0,20.0,4,3,4,1,4,5,4,1
40,Female,Yes,449.0,8.0,7.0,3,4,3,3,4,5,1,3
38,Male,No,386.0,10.0,4.0,1,2,3,2,5,2,1,1
31,Male,No,2817.0,10.0,3.0,3,3,2,2,4,2,1,1
52,Female,No,2209.0,0.0,12.0,4,3,4,1,3,3,1,1
30,Female,Yes,2477.0,31.0,17.0,3,2,3,4,2,5,4,1
42,Female,Yes,568.0,5.0,2.0,5,5,4,5,4,5,3,5
28,Female,No,3103.0,24.0,32.0,1,3,4,2,4,4,3,1
44,Male,No,750.0,1.0,2.0,4,3,3,2,2,3,2,4
39,Female,No,499.0,16.0,1.0,2,3,4,1,4,4,4,1
46,Male,No,2288.0,7.0,24.0,5,5,1,5,4,1,3,3
46,Female,No,1968.0,22.0,8.0,4,4,5,3,3,5,3,5
23,Male,No,458.0,1.0,11.0,2,3,3,3,4,5,2,2
20,Male,No,566.0,2.0,2.0,3,3,4,4,4,3,4,5
52,Female,Yes,608.0,42.0,7.0,1,1,3,2,4,3,4,1
24,Male,No,898.0,37.0,4.0,4,2,1,2,4,5,1,2
